derivative,score,label
inoccultation,0.0,0
precuror,0.0,0
ravity,0.0,0
supermultiplates,0.0,0
minihypothesis,1.0,1
misemploying,1.0,1
nonprewrapping,0.0,0
pitchy,1.0,1
multihoping,1.0,1
proseed,0.0,0
exindicating,0.0,0
trichoices,1.0,1
superconnecter,0.0,0
corporatist,0.875,1
preposting,1.0,1
bicentred,1.0,1
pseudoample,0.0,0
deestablish,1.0,1
sizedist,0.0,0
newerror,1.0,1
fortal,0.0,0
repreability,1.0,1
nonrazor,0.0,0
protospot,0.0,0
noninputting,1.0,1
intranucleus,0.0,0
antiinference,1.0,1
unprescale,0.0,0
explanning,0.0,0
oversequentialize,1.0,1
pseudohypothesis,1.0,1
decisionwise,1.0,1
nonquotes,1.0,1
intranets,0.9904761904761905,1
instabilization,0.0,0
automosaic,1.0,1
demanufacturing,1.0,1
regraduation,0.0,0
overapproximately,1.0,1
unmodifying,1.0,1
indouble,0.0,0
conversationality,1.0,1
antiplasticize,0.0,0
formationor,0.0,0
unfinishingly,0.0,0
exenergy,0.0,0
nonneutralism,1.0,1
customersite,1.0,1
postfordist,1.0,1
sinny,0.0,0
polysolution,1.0,1
outnetwork,0.9512195121951219,1
remarcable,0.0,0
renewalness,1.0,1
neocolonial,1.0,1
unstructuredness,1.0,1
bident,1.0,1
wrappable,1.0,1
overswinging,0.0,0
stableor,0.0,0
exlooks,0.0,0
supersubgroup,0.0,0
interpredictive,1.0,1
operatoric,0.0,0
foreadditive,0.0,0
contrabalanced,0.0,0
humanness,0.9910714285714286,1
interopera,1.0,1
nonresembled,1.0,1
semiserial,1.0,1
learnward,1.0,1
codechoice,1.0,1
superflavour,0.0,0
interbraid,0.0,0
inrewrite,0.0,0
reattack,0.9444444444444444,1
monopolicity,0.0,0
intrabilayers,0.0,0
introductionan,0.0,0
coinembedded,0.0,0
exassistant,0.0,0
nonkeystone,0.0,0
extralowering,0.0,0
exhusbands,0.0,0
probound,0.0,0
nonovercloseness,0.0,0
superproject,1.0,1
themally,0.0,0
comotivated,1.0,1
nonviolative,1.0,1
linkerless,0.0,0
multiorientation,0.8949343339587242,1
carbonatite,0.0,0
nonfavourite,1.0,1
underdeblurred,1.0,1
nonidealistic,0.0,0
actuallity,0.0,0
unprecompiled,0.0,0
triprocessor,1.0,1
semihost,1.0,1
regenereration,0.0,0
outviews,0.0,0
ritee,1.0,1
redegrees,0.0,0
preinception,0.0,0
gorous,0.0,0
mistriggering,0.9148936170212766,1
derepresents,0.0,0
regismentation,1.0,1
prospectrum,0.0,0
auditability,0.9887850467289719,1
transtransfer,0.0,0
nonbreaker,1.0,1
nodely,1.0,1
indedesigned,1.0,1
subrelativistically,0.0,0
outundertranslation,1.0,1
magity,0.0,0
terracesize,0.0,0
nonlinkwise,0.0,0
substill,0.0,0
overflush,0.0,0
jeweller,1.0,1
interversus,0.0,0
instudies,0.0,0
reareas,0.0,0
methoddistance,0.0,0
transturn,0.0,0
prideful,1.0,1
heckling,0.8888888888888888,1
intrabond,0.0,0
saddlee,0.0,0
ultranatural,0.0,0
returnlessly,0.0,0
coretelescope,0.0,0
nonbushy,1.0,1
prevenue,1.0,1
propackets,1.0,1
exford,0.0,0
nonhangable,1.0,1
exwife,0.9047619047619048,1
nonswelling,0.0,0
postbehaviorism,1.0,1
supertrees,0.9094827586206896,1
exconfiguration,0.0,0
trimage,0.0,0
corounded,1.0,1
prebuffer,0.9459459459459459,1
antiresponder,1.0,1
devicecame,0.0,0
involvedlet,0.0,0
multishock,0.0,0
multiperspective,0.9634464751958225,1
ultrastationary,0.0,0
inamplifiers,0.0,0
favorish,1.0,1
delaysless,1.0,1
autogender,1.0,1
indehigh,0.0,0
interphasal,0.0,0
pseudorelational,1.0,1
pseudoribbon,0.0,0
coaccessible,1.0,1
severitywise,1.0,1
prestimulated,0.0,0
malmutations,0.0,0
indual,0.0,0
nonadministrators,1.0,1
hyperpath,0.9747899159663865,1
nonpurchases,1.0,1
refourth,0.0,0
imequations,0.0,0
polyranking,1.0,1
antiinterleaving,1.0,1
bready,1.0,1
notely,0.98,1
nonclients,1.0,1
subrhythmite,0.0,0
overarchitecture,1.0,1
outcontribute,0.0,0
imstressed,1.0,1
inamplitude,0.0,0
nonvanity,1.0,1
nonhydrogenic,0.0,0
ultrasoftened,0.0,0
semireconstructive,0.0,0
trisymmetric,1.0,1
depseudospectrum,1.0,1
reassociates,0.8918918918918919,1
nonimplementing,1.0,1
pointification,1.0,1
replaying,0.9517241379310345,1
seriouslyor,0.0,0
intercounterionic,0.0,0
nonknow,0.0,0
inheavily,1.0,1
experimentality,0.0,0
relonance,0.0,0
reprostill,0.0,0
refreshability,0.0,0
extradelays,1.0,1
noninvaded,0.0,0
multiranging,0.0,0
parcess,0.0,0
antimarket,1.0,1
realen,1.0,1
multicoprocessor,0.0,0
redoping,0.0,0
grabity,0.0,0
coconfiguration,1.0,1
nonscenarios,0.0,0
reregisters,1.0,1
superroughness,0.0,0
unpublication,0.0,0
overgenerator,1.0,1
ratherish,0.0,0
garbager,0.0,0
subsubcompetence,1.0,1
multiconcern,1.0,1
countertransformations,0.0,0
mischievousness,0.0,0
unspilled,1.0,1
extons,1.0,1
biapical,1.0,1
nonsubleading,0.0,0
proheight,0.0,0
renter,0.9552238805970149,1
precursorless,0.0,0
nonimagistic,0.0,0
imdownstream,1.0,1
regularor,0.0,0
subpseudoduality,0.0,0
floody,1.0,1
coreach,0.9166666666666666,1
overgeneralise,0.9387755102040817,1
variantial,1.0,1
electricification,1.0,1
fingertipsor,1.0,1
simplically,0.0,0
temperage,0.0,0
subocean,0.0,0
exlets,1.0,1
outdimension,1.0,1
prearchive,1.0,1
exposable,1.0,1
delicatessen,1.0,1
contextan,0.9090909090909091,1
countits,1.0,1
extralabels,0.0,0
semianalogical,0.0,0
nonstarship,1.0,1
beller,1.0,1
ultracleaned,0.0,0
multiinsect,1.0,1
overprotects,1.0,1
postdeliberation,1.0,1
intralandau,0.0,0
textsan,1.0,1
coreresolution,0.0,0
postoverturn,0.0,0
profunding,0.0,0
forevolume,0.0,0
cotransformer,1.0,1
outwritten,1.0,1
autodevelop,1.0,1
antitraces,0.0,0
postshuttle,0.0,0
minimalgenus,0.0,0
nonsupersolid,0.0,0
biconstraint,1.0,1
nonoptics,0.0,0
regularness,0.0,0
presuperconductive,0.0,0
shakey,0.896551724137931,1
autobeam,0.0,0
profest,1.0,1
inspectable,0.9124087591240876,1
hypermania,1.0,1
tenderee,1.0,1
postheavy,1.0,1
minilobes,0.0,0
semifreely,0.0,0
antiexotic,0.0,0
deincentivise,1.0,1
rosee,0.0,0
preliquid,0.0,0
classificationist,1.0,1
interintraobserver,1.0,1
miniincluded,0.0,0
classroomsize,0.0,0
postsubmissions,0.0,0
gesturelet,1.0,1
applicanal,0.0,0
walksan,0.0,0
extraneutral,0.0,0
countertile,0.0,0
irreds,0.0,0
imsubsequent,0.0,0
pseudorelaxed,0.0,0
retrials,0.9814814814814815,1
resommation,0.0,0
informalize,1.0,1
codeconditional,1.0,1
expansionage,0.0,0
redecidedly,1.0,1
generalic,0.0,0
forethink,1.0,1
earley,1.0,1
transforce,0.0,0
autoreload,1.0,1
interkick,0.0,0
contrastless,0.0,0
deconverting,1.0,1
intragenous,0.0,0
minitopics,1.0,1
snakelet,1.0,1
nonexponentiality,0.0,0
stakeor,1.0,1
coequalise,1.0,1
patchification,1.0,1
overcollect,0.0,0
proright,1.0,1
flocker,0.0,0
recapitalation,0.0,0
proprietariness,1.0,1
interdifferent,0.0,0
trailless,1.0,1
languagesan,1.0,1
undersubstituted,0.0,0
rejuvenile,0.0,0
transright,1.0,1
minimalcoordinate,1.0,1
overdestiny,0.0,0
authorizedly,1.0,1
centenial,0.0,0
devicecursor,0.0,0
multimerize,0.0,0
questionsan,1.0,1
semisymbolic,0.9878048780487805,1
codequite,0.0,0
eventsee,0.0,0
inexplosive,0.0,0
preeating,1.0,1
presenceness,1.0,1
postbank,1.0,1
unreveil,0.0,0
biinterpretable,1.0,1
fraudalant,1.0,1
redeclare,0.9411764705882353,1
multicompression,0.0,0
pleasureable,0.0,0
exelastic,0.0,0
outcries,0.9333333333333333,1
imactions,0.0,0
precooperation,1.0,1
pseudosuitable,1.0,1
experiencewise,1.0,1
biperpendicular,0.0,0
referable,0.9210206561360875,1
preevidence,1.0,1
preingage,1.0,1
subleft,0.0,0
unissued,1.0,1
inphased,0.0,0
antihomosexual,1.0,1
testedy,1.0,1
codewithout,1.0,1
multitechnologies,1.0,1
superdepartmental,1.0,1
intervolume,0.9285714285714286,1
protocombiner,1.0,1
impactsan,0.0,0
factial,0.0,0
codewide,0.0,0
postshear,0.0,0
reexhibits,0.0,0
recoilaveraged,0.0,0
subviewer,0.0,0
dreamor,0.0,0
breader,1.0,1
pseudodigital,1.0,1
cheralite,0.0,0
exhalt,0.0,0
preimprint,0.0,0
weightedage,0.0,0
wantedly,1.0,1
imunits,0.0,0
postunblinded,0.0,0
factsee,0.0,0
receiverwise,0.0,0
unfactorable,0.0,0
strangess,0.0,0
unprocessing,1.0,1
coretransitions,0.0,0
supergains,0.0,0
preinspiral,0.0,0
superresonance,0.0,0
hypercoefficients,1.0,1
rerescaled,0.0,0
ultradefensive,1.0,1
terminatable,1.0,1
guarder,1.0,1
multidiscrete,0.9767441860465116,1
devicelocal,0.9615384615384616,1
overassignment,0.9672131147540983,1
semiinformative,1.0,1
counterstrain,0.0,0
reconstructionally,0.0,0
exmoment,0.0,0
cretic,1.0,1
antisettling,0.0,0
semineighbors,1.0,1
nonstabilizability,1.0,1
pseudominors,1.0,1
signlet,0.0,0
interbasal,0.0,0
protoarchitecture,1.0,1
interoccupational,0.0,0
ultrabrilliance,0.0,0
incategory,1.0,1
coconduct,0.0,0
multiturbine,0.0,0
minimalrepeat,0.0,0
unhistorically,0.0,0
multihead,0.9915654833626842,1
subeditors,0.9259259259259259,1
interneedle,0.0,0
recoilequivalent,0.0,0
trapification,0.0,0
noncontrastive,0.9452054794520548,1
coinment,0.0,0
pickiness,0.926829268292683,1
intercredit,1.0,1
nonmarketed,1.0,1
pseudogains,1.0,1
inarithmetic,1.0,1
reacknowledged,0.0,0
shoeless,1.0,1
minilanguages,0.0,0
colouredness,1.0,1
redestabilize,0.0,0
multilinker,0.0,0
postattack,0.9725400457665904,1
prenative,0.0,0
hyperflavor,0.0,0
countersplash,0.0,0
intraloss,1.0,1
spectraally,0.0,0
multimodelled,0.0,0
precomb,0.0,0
timeserise,1.0,1
semimetalicity,0.0,0
multioutputting,1.0,1
multiinjection,0.0,0
nonsport,1.0,1
recrete,1.0,1
outworld,0.0,0
underwatch,1.0,1
nonpseudoreal,0.0,0
stateful,0.9630598234717228,1
arraywise,1.0,1
lensity,0.0,0
pseudosuns,0.0,0
nonsignlet,0.0,0
autoilluminated,1.0,1
subradar,0.0,0
overleaps,0.0,0
supergeneral,0.0,0
nonemptiness,0.960688758934373,1
parentally,1.0,1
dethronement,0.0,0
pseudointegrated,0.0,0
antiproliferation,0.0,0
renormalally,0.0,0
incommunicability,0.0,0
intraprojectile,0.0,0
outtract,1.0,1
cobooking,1.0,1
supernaturalism,0.0,0
overlosses,0.0,0
posthelp,1.0,1
bisubgroup,1.0,1
subcosts,1.0,1
unpedestal,0.0,0
participantwise,1.0,1
comely,0.0,0
nonhesitant,1.0,1
nondeprotected,0.0,0
inemission,0.0,0
copan,0.0,0
postsuperinflation,0.0,0
supertriplet,0.0,0
deexceed,0.0,0
diskiness,0.0,0
megamodeling,1.0,1
multiresearcher,0.0,0
multidepot,0.9887218045112782,1
expolar,0.0,0
intradifference,1.0,1
clickiness,1.0,1
contraseas,1.0,1
prevertebrae,0.0,0
prenamical,0.0,0
subleveled,0.0,0
superchambers,0.0,0
inbard,0.0,0
hyperwedge,0.9666666666666667,1
regrips,0.0,0
deantennas,1.0,1
protooperations,1.0,1
exthree,1.0,1
subconjunction,1.0,1
superextremely,0.0,0
exconsistent,0.0,0
destilation,0.0,0
minireceiving,1.0,1
superrecords,1.0,1
preleakage,0.0,0
nondivider,1.0,1
underpayments,1.0,1
attractionor,0.0,0
tillability,0.0,0
subassociations,0.0,0
codeocean,1.0,1
poststatements,1.0,1
ninay,0.0,0
presignalling,1.0,1
overengaging,1.0,1
propositionnal,1.0,1
unideality,0.0,0
extramarginal,1.0,1
undesmeared,0.0,0
unadequate,0.0,0
prounstable,0.0,0
underfueled,0.0,0
hyperjobs,1.0,1
nonwelcoming,0.0,0
unscared,1.0,1
driverless,0.9315068493150684,1
postvalidation,0.9,1
semipure,0.9043824701195219,1
nonquestioning,0.0,0
inexperimental,0.0,0
countercomment,1.0,1
monomineral,0.0,0
pseudosurveys,0.0,0
coanchor,0.9375,1
wavedial,0.0,0
recordist,1.0,1
coupland,0.0,0
retracks,1.0,1
monocontact,0.0,0
refour,0.0,0
subdeep,1.0,1
antiquote,1.0,1
alloysan,0.0,0
supertips,0.0,0
losslesser,1.0,1
hypernumerical,0.0,0
coreretainment,1.0,1
nonsleeping,1.0,1
intracones,0.0,0
misimproved,0.0,0
nonmonitor,1.0,1
coredensity,0.0,0
hyperthermal,0.0,0
coengagements,1.0,1
codebrowser,1.0,1
subsupersymmetry,0.0,0
asteroiden,0.0,0
extradynamically,0.0,0
mazation,1.0,1
foreopened,0.0,0
protosmooth,0.0,0
hornless,0.0,0
ultracoupling,0.0,0
occursan,0.0,0
connectedan,0.0,0
undesignable,0.0,0
multiflora,1.0,1
extraprobe,0.0,0
redenoise,1.0,1
conest,0.0,0
hyperderivation,1.0,1
coorbiting,0.0,0
nonowners,0.9722222222222222,1
overcalculate,1.0,1
revaluable,0.0,0
supercausal,0.0,0
algebraish,0.0,0
semiugly,0.0,0
revarious,0.0,0
minimalsample,1.0,1
prointensity,1.0,1
nonexperimenter,1.0,1
semithreshold,1.0,1
nonsubtyping,1.0,1
unrestrictable,1.0,1
sphereic,1.0,1
uninclusive,1.0,1
semijoint,1.0,1
comately,0.0,0
fabricational,0.0,0
unexpert,0.0,0
nonsemisurface,1.0,1
multisyllable,1.0,1
inconcerning,0.0,0
formationless,0.0,0
pseudoprogram,1.0,1
inmeasures,1.0,1
preedition,1.0,1
polygraphic,0.98989898989899,1
photonan,0.0,0
prosparse,1.0,1
nonsecrecy,1.0,1
foretastes,0.0,0
coexportation,0.0,0
intragrain,0.0,0
bisorted,1.0,1
universallyany,1.0,1
triperiodicity,0.0,0
defaulter,1.0,1
underspread,0.9964973730297724,1
stickingless,0.0,0
deangular,0.0,0
conorms,0.9090909090909091,1
multihouseholds,1.0,1
yieldability,0.0,0
cosedimentation,0.0,0
multifactoral,1.0,1
pseudosubjectivity,1.0,1
trimethyl,0.0,0
highlyy,0.0,0
alloyy,0.0,0
inelasticy,0.0,0
titanite,0.0,0
inresolutions,0.0,0
subyear,0.0,0
feverless,1.0,1
corewandering,0.0,0
unprotable,1.0,1
indotted,0.0,0
extracorrelation,0.0,0
preshave,0.0,0
megaensembles,1.0,1
hyperorder,1.0,1
cooffered,1.0,1
autojoin,1.0,1
packagean,0.0,0
intersaddle,0.0,0
semiempiral,0.0,0
pseudoshocks,0.0,0
unsection,0.0,0
polyinformation,1.0,1
nonsuperexchange,0.0,0
partiesor,1.0,1
rehigh,0.0,0
protonontarget,0.0,0
resell,0.966824644549763,1
corebraking,0.0,0
precompleteness,1.0,1
resourcesan,0.0,0
biconnect,1.0,1
numericalor,0.0,0
regimessee,0.0,0
nucleusness,1.0,1
soldification,0.0,0
nonviolate,1.0,1
multireplication,1.0,1
intermeeting,0.9938650306748467,1
hyperrelation,1.0,1
intraterminal,1.0,1
affordance,0.9877599368254804,1
postelectric,0.0,0
posthonor,0.0,0
variabilityor,0.0,0
unrelic,0.0,0
antiflooding,1.0,1
insockets,0.0,0
semiequality,0.0,0
periodicicy,0.0,0
nonboundness,1.0,1
nonabbreviation,1.0,1
bicardinality,1.0,1
nontainted,1.0,1
overoxidize,0.0,0
considerationsee,1.0,1
outcame,0.0,0
panconnectivity,1.0,1
collisionallyor,0.0,0
corecolour,0.0,0
countersniper,1.0,1
cycleable,0.0,0
intraintervention,1.0,1
additivite,0.0,0
nonsignatures,1.0,1
underexcitement,0.0,0
exdecrease,0.0,0
hyperpartners,0.0,0
unboiled,0.0,0
prolinking,0.0,0
undertracking,1.0,1
intertraps,0.0,0
rerecoordinated,0.0,0
multicorpus,1.0,1
reflecter,0.0,0
postpeering,1.0,1
biattribute,1.0,1
unclassifications,1.0,1
multiformed,1.0,1
typingwise,1.0,1
cognitivistic,1.0,1
reproduceor,0.0,0
nonanxiety,1.0,1
exlent,0.0,0
megamission,0.0,0
transdensity,0.0,0
supersuperfields,0.0,0
postnonequilibrium,0.0,0
inborder,1.0,1
semibands,1.0,1
antiknowledge,1.0,1
outpump,0.0,0
autoconsistently,0.0,0
untruthly,1.0,1
birespect,0.0,0
overthermal,0.0,0
devicestacked,0.0,0
normize,1.0,1
autotranslating,1.0,1
situationsor,1.0,1
partlyy,0.0,0
hardable,1.0,1
coreinterface,0.0,0
exitiveness,0.0,0
delithium,0.0,0
transside,0.0,0
irretains,0.0,0
nonlocalityan,0.0,0
pseudoundrained,0.0,0
binominally,0.0,0
corporationan,1.0,1
autodecrease,0.0,0
detectablean,0.0,0
deprotecting,0.0,0
faither,0.0,0
monodominated,0.0,0
drasticially,1.0,1
indecoding,1.0,1
designative,0.0,0
pseudononprojectivity,1.0,1
unsharedness,0.0,0
transacted,0.9192307692307692,1
hermitician,0.0,0
outvolatile,1.0,1
semifloppy,0.0,0
multipiles,1.0,1
extrabold,1.0,1
deenrichment,0.0,0
pseudorepetitions,1.0,1
inpanted,1.0,1
