derivative,score,label
intraepisodic,1.0,1
antisidekick,1.0,1
countersniper,0.8636363636363636,0
retouch,0.870682019486271,0
protosanskrit,0.8,0
monsism,0.0,0
subchunks,1.0,1
gasolinish,0.0,0
warmwise,1.0,1
plotless,0.39165950128976784,0
semistinker,0.0,0
nongettysburg,0.5,0
diffusable,1.0,1
noncatalyst,1.0,1
antimedici,1.0,1
corerepair,1.0,1
overorderliness,1.0,1
resplendid,1.0,1
superrunners,1.0,1
deincline,1.0,1
reenteringy,0.0,0
grannery,1.0,1
ultrainterval,1.0,1
speakless,0.875,0
courseany,1.0,1
overappeal,0.0,0
moonlet,0.6666666666666666,0
dominionistic,1.0,1
sorany,0.5,0
posttechnical,0.0,0
bicyclette,0.8125,0
nonclickability,0.0,0
availableness,0.8571428571428571,0
factualish,1.0,1
messen,0.8571428571428571,0
neodynamics,1.0,1
exbomb,1.0,1
americanan,0.875,0
prestaff,1.0,1
importals,1.0,1
virtueor,1.0,1
minigrass,1.0,1
neomysticism,0.7777777777777778,0
rearcher,0.5,0
antisaul,1.0,1
subdisco,1.0,1
simplicate,1.0,1
nonbooty,0.6666666666666666,0
antileave,1.0,1
sparkleishous,1.0,1
appreciativey,1.0,1
changelingan,1.0,1
milneish,1.0,1
exbutler,1.0,1
postepisode,0.8709677419354839,0
substituteable,1.0,1
hissen,1.0,1
nonstyling,1.0,1
decentally,1.0,1
miniguitars,0.8333333333333334,0
pseudomember,1.0,1
remurdered,0.5555555555555556,0
speaksor,0.6666666666666666,0
preblanche,0.0,0
pulpous,0.7777777777777778,0
exrector,1.0,1
thumperish,0.0,0
overhonest,1.0,1
minilamps,0.7777777777777778,0
deaconite,1.0,1
partylessness,1.0,1
unassured,0.6428571428571429,0
unskillfulness,1.0,1
expressiness,1.0,1
megacountries,1.0,1
colaner,0.5,0
dyingor,0.75,0
interconverts,1.0,1
nonmayor,1.0,1
prerecognizable,1.0,1
subeast,1.0,1
pseudobiking,1.0,1
accidentalor,1.0,1
nonprequel,1.0,1
deathlessness,1.0,1
proreview,0.3333333333333333,0
willowless,1.0,1
protyping,0.8,0
daterate,1.0,1
mutantor,1.0,1
frogistan,1.0,1
decorant,0.5,0
semisoftish,1.0,1
exjuicy,1.0,1
deviceplease,0.5,0
crossingly,0.6666666666666666,0
sermonistic,0.6666666666666666,0
outpunch,1.0,1
deederly,1.0,1
ultrasystem,1.0,1
corderless,1.0,1
comtianer,1.0,1
weekendling,1.0,1
hyperagents,1.0,1
depictor,1.0,1
prejudive,1.0,1
cotitled,1.0,1
coconsume,1.0,1
posthaydn,1.0,1
bispeaker,1.0,1
nonoccultish,1.0,1
laneal,1.0,1
unintertesting,0.0,0
megatray,1.0,1
junkity,0.0,0
reerich,1.0,1
repacking,0.5657820440429137,0
supersupersize,0.0,0
rerecipe,0.0,0
underaired,1.0,1
ingraceless,0.0,0
overoutsourced,1.0,1
antidecliner,1.0,1
prehelicopter,1.0,1
verdance,1.0,1
generay,0.6666666666666666,0
reconation,1.0,1
machist,0.7777777777777778,0
semilevel,1.0,1
causeling,0.0,0
hardererer,0.0,0
foreright,1.0,1
maganite,1.0,1
damen,0.7957387679481241,0
scripturist,0.0,0
subrocket,1.0,1
excenter,1.0,1
unplanetary,1.0,1
violinism,1.0,1
resupplier,0.6666666666666666,0
abortionism,1.0,1
fileish,0.8333333333333334,0
woolfishly,1.0,1
hoursor,0.7931034482758621,0
nightcluber,0.0,0
antipornography,0.7068965517241379,0
massacreness,1.0,1
pseudoreflective,0.5,0
exstars,0.5555555555555556,0
deammonia,1.0,1
voicefully,1.0,1
superscent,1.0,1
harmfullness,1.0,1
miniminiminiatures,1.0,1
underpanels,1.0,1
coauthored,0.8550824175824175,0
predutch,1.0,1
stevial,0.5,0
minispecialty,1.0,1
postneoclassical,1.0,1
flagany,0.0,0
cobelievers,0.6666666666666666,0
postsmash,1.0,1
chewless,0.25,0
panafrican,0.8773584905660378,0
thankling,1.0,1
cocooperativeness,1.0,1
toughist,1.0,1
nonworrying,1.0,1
extrarealist,1.0,1
unthematically,1.0,1
coactivite,1.0,1
coattendant,1.0,1
postmilitant,1.0,1
internmentship,1.0,1
prefresh,0.4,0
prewritten,0.7310826542491269,0
semistructural,0.75,0
segregatedor,1.0,1
mappingor,1.0,1
unwheeled,0.8461538461538461,0
protent,0.3333333333333333,0
viboration,1.0,1
multifuels,0.7142857142857143,0
semitechnically,1.0,1
sexyous,1.0,1
potioneer,1.0,1
subversiveor,1.0,1
multiseal,1.0,1
provendors,1.0,1
unfitter,1.0,1
reporterese,0.6666666666666666,0
pageslet,1.0,1
crotcheral,0.0,0
outkingdom,1.0,1
unmatchableable,1.0,1
boylen,0.8095238095238095,0
punjaban,1.0,1
devicenobody,1.0,1
generallyy,0.5,0
refiltered,0.6521739130434783,0
antiexpansion,1.0,1
martical,1.0,1
edgarly,1.0,1
savalette,1.0,1
multientity,1.0,1
postcrisis,0.8689655172413793,0
nonmystery,0.8161434977578476,0
coherentist,1.0,1
antispare,1.0,1
wardese,1.0,1
interglide,1.0,1
cohears,1.0,1
autochips,1.0,1
inhawaii,1.0,1
unhold,0.7083333333333334,0
twitchy,0.8121943267036191,0
prequestion,0.0,0
cocopyright,0.0,0
blockity,1.0,1
daralee,1.0,1
unfeminine,0.7634408602150538,0
monofilement,1.0,1
miraclee,1.0,1
semiidiotic,0.5,0
imagee,0.6666666666666666,0
cowards,0.8128179043743642,0
pseudoenvironmental,1.0,1
torement,1.0,1
codewell,1.0,1
triradius,1.0,1
monoinstrumental,1.0,1
brainlessness,0.453125,0
protozoology,1.0,1
adherant,0.7391304347826086,0
postcatalytic,0.875,0
nonsavanna,1.0,1
happenedlet,1.0,1
indivalially,1.0,1
reflectling,1.0,1
contactant,0.0,0
pseudodates,1.0,1
exdamned,1.0,1
maladjustment,0.8055555555555556,0
antiatmospheric,0.5,0
outinevitably,1.0,1
tangledish,1.0,1
creatorsor,1.0,1
logicianan,1.0,1
vallage,1.0,1
strategicic,1.0,1
pensance,1.0,1
marginallly,1.0,1
economicity,1.0,1
supernorse,0.0,0
predesigner,1.0,1
tossage,1.0,1
hyperflexible,0.7142857142857143,0
washy,0.6733959624225465,0
vegetableish,1.0,1
sinseerly,1.0,1
hyperabundant,1.0,1
silkess,0.0,0
relegendable,1.0,1
pseudoimperialistic,0.5,0
knifeive,0.0,0
exguru,0.75,0
maineish,1.0,1
clothor,1.0,1
polyplastics,1.0,1
numberist,1.0,1
starster,1.0,1
prekindergartener,0.88,0
foamal,1.0,1
premurderous,0.5,0
nonprobe,1.0,1
originous,1.0,1
semiignorant,0.8571428571428571,0
thickeer,0.0,0
problemany,1.0,1
antitough,0.0,0
boother,1.0,1
integrityy,1.0,1
singularist,0.5,0
malayian,1.0,1
nonsteelers,1.0,1
mispaints,0.8,0
reluctantance,0.8,0
cocarrier,1.0,1
propositioner,1.0,1
interpretian,1.0,1
postnormal,0.8157894736842105,0
composee,0.5,0
dartanyen,1.0,1
probomber,1.0,1
semiexcessive,1.0,1
speedicer,1.0,1
knightdom,1.0,1
dizzyish,0.0,0
flowerless,0.6829268292682927,0
deintellectualize,1.0,1
rooneyish,0.0,0
narrowness,0.8002931476731403,0
codework,1.0,1
instakes,1.0,1
nonexpandability,1.0,1
savantishness,1.0,1
reheally,1.0,1
unrelating,0.8235294117647058,0
independenty,1.0,1
bookletter,0.6666666666666666,0
pseudomessianic,0.2857142857142857,0
alpineous,0.0,0
decara,1.0,1
stalkerness,0.2,0
cotrustee,1.0,1
semiinnovative,0.6666666666666666,0
tillic,1.0,1
nonexposure,0.6666666666666666,0
postdictatorship,0.5714285714285714,0
semicollecting,1.0,1
blessedess,1.0,1
multireligionist,0.0,0
pureeability,1.0,1
polysets,1.0,1
extratragic,1.0,1
cureishly,1.0,1
antipoet,0.8125,0
theaterwise,1.0,1
colouristic,0.8636363636363636,0
walnutish,0.75,0
prekayla,1.0,1
transfarmer,1.0,1
kraftan,1.0,1
purpleor,1.0,1
minitier,1.0,1
fishinglet,0.0,0
evolvable,0.7777777777777778,0
promisess,0.6666666666666666,0
jailor,0.8516483516483516,0
superperfectly,1.0,1
antimann,1.0,1
idealistically,0.8773006134969326,0
antiartists,1.0,1
forgivelessness,1.0,1
peakish,0.8333333333333334,0
surviveability,0.7727272727272727,0
fearsly,1.0,1
probablally,0.0,0
overinconvenience,0.0,0
wienner,0.625,0
nonvita,1.0,1
stripeless,0.7777777777777778,0
prolodge,1.0,1
fierceless,1.0,1
teenageror,0.75,0
antiecumenical,0.6666666666666666,0
boldan,0.5,0
bathor,1.0,1
codeunit,1.0,1
preinclination,1.0,1
precircled,1.0,1
bilicic,1.0,1
nonshirt,1.0,1
overuselessness,0.0,0
subchips,1.0,1
absentism,1.0,1
strandsan,1.0,1
chatic,1.0,1
unnanny,0.0,0
inends,1.0,1
prebuster,1.0,1
overthrilling,0.0,0
preformations,1.0,1
basely,0.7395833333333334,0
weekendly,0.8,0
undepress,0.3333333333333333,0
misreprepresented,0.0,0
cuteiness,1.0,1
alonee,1.0,1
multigeneric,1.0,1
pouchy,0.7252747252747253,0
uncustomary,0.84,0
mislinks,0.5,0
spencean,1.0,1
inmyths,1.0,1
ultrasetting,1.0,1
postregularity,1.0,1
busyy,0.8,0
mortor,0.785234899328859,0
unexcited,0.7195121951219512,0
exfamiliar,1.0,1
antihiding,1.0,1
frigatesize,1.0,1
codeusing,0.5,0
supereminent,1.0,1
pieceish,1.0,1
propeter,1.0,1
craftsmanshipan,1.0,1
dianette,1.0,1
craner,1.0,1
postresurrection,0.8347457627118644,0
individualsmental,1.0,1
agreesive,0.813953488372093,0
stringability,1.0,1
antisports,0.7272727272727273,0
deliverywise,0.8823529411764706,0
prerounds,1.0,1
mechanismwise,1.0,1
conqueroress,0.0,0
megafable,1.0,1
afternoonor,0.8,0
imbilical,0.5,0
autoreroutes,0.0,0
prolouis,1.0,1
inremember,1.0,1
prespace,0.8529411764705882,0
fantasyishness,1.0,1
reichling,1.0,1
multicoauthorship,1.0,1
nonindividualist,1.0,1
recomeny,1.0,1
undercooks,0.3076923076923077,0
incubation,0.8657142857142858,0
semipromised,1.0,1
incirclement,1.0,1
foreprojected,1.0,1
glancingor,1.0,1
coincidentallyor,1.0,1
readingsee,1.0,1
promiss,0.8571428571428571,0
malfunctionallity,1.0,1
nondarts,1.0,1
impatiencely,1.0,1
multicuisine,0.75,0
instructiony,1.0,1
interreality,1.0,1
coinherited,1.0,1
schoolhood,1.0,1
redivorce,0.5555555555555556,0
clashism,1.0,1
ultradetestable,0.0,0
desoda,1.0,1
understan,0.8547297297297297,0
inappreciativeness,0.0,0
antiwitchism,1.0,1
autosupport,1.0,1
molette,1.0,1
preimpulse,1.0,1
inflaws,1.0,1
sincereously,1.0,1
paradoxicalism,0.0,0
formerlyy,1.0,1
unload,0.8024670496789456,0
prohall,0.0,0
expang,1.0,1
undercolour,1.0,1
averageless,1.0,1
huntedly,1.0,1
estatesee,1.0,1
earthian,0.8636363636363636,0
scrappyness,1.0,1
semiconcentration,1.0,1
inyeah,0.0,0
demiclassical,1.0,1
resentation,0.375,0
reattacking,0.5,0
labradorite,0.8052980132450331,0
heroless,0.8333333333333334,0
ruthenian,0.875,0
gagage,0.6818181818181818,0
reunlocking,0.0,0
makeser,1.0,1
balderian,1.0,1
semifriendly,0.8125,0
underthinking,1.0,1
paulian,0.7647058823529411,0
understage,1.0,1
semithemes,1.0,1
uncentred,0.6666666666666666,0
homity,1.0,1
whippan,1.0,1
grainage,0.0,0
adventurerer,1.0,1
tearry,1.0,1
volcanicity,1.0,1
defirmation,1.0,1
bistandard,1.0,1
destinyan,1.0,1
bimallear,1.0,1
definding,0.8181818181818182,0
semicomplicated,0.7142857142857143,0
drownor,1.0,1
postsomewhere,0.0,0
megasenior,1.0,1
ministructures,1.0,1
coeternity,1.0,1
unquickly,1.0,1
towelery,1.0,1
desirously,0.8,0
dereklet,0.0,0
hookker,1.0,1
nonmemoirs,1.0,1
hyperperfect,1.0,1
supercorridor,1.0,1
unbelieval,1.0,1
undermined,0.7337689420269706,0
proseist,1.0,1
interassociations,1.0,1
superspouse,1.0,1
overreasoned,0.0,0
gordonish,0.8,0
overbehind,1.0,1
vampite,1.0,1
gladener,1.0,1
antidead,0.8,0
distractionless,1.0,1
pseudosublime,1.0,1
nonconnectional,1.0,1
leonian,1.0,1
transversally,1.0,1
superrecruiter,1.0,1
processesy,1.0,1
bipolarness,0.8125,0
semiscoffed,1.0,1
uneuropean,0.8181818181818182,0
bellaness,1.0,1
mangaor,1.0,1
oxygeny,1.0,1
queueor,1.0,1
semidefective,0.5357142857142857,0
shieldite,1.0,1
nonpreacher,1.0,1
interoccural,0.0,0
untwain,0.0,0
detrail,1.0,1
irrelativity,1.0,1
nonwink,0.8,0
archfederalist,1.0,1
shovery,1.0,1
semisettling,1.0,1
posthumanish,1.0,1
lvivian,1.0,1
pretrout,1.0,1
uncompetable,1.0,1
derbyful,0.0,0
antiperformer,1.0,1
profide,0.875,0
supermatrix,0.0,0
motherable,1.0,1
propounded,0.8288770053475936,0
devotionalish,1.0,1
refillless,1.0,1
unhoopable,1.0,1
roadsor,1.0,1
singlessness,1.0,1
noncompetitiveness,1.0,1
luftwaffen,1.0,1
semidefined,1.0,1
excoca,0.5,0
nonblunt,0.3333333333333333,0
postconstitution,0.75,0
multidating,0.5,0
megatech,0.45161290322580644,0
distressment,1.0,1
antiequilibrium,1.0,1
weakess,0.5294117647058824,0
crimsonic,0.0,0
blissify,1.0,1
galor,0.7870370370370371,0
initiatal,1.0,1
proworking,1.0,1
galance,0.8,0
exsmart,0.5,0
overgiver,1.0,1
spillen,1.0,1
delocker,1.0,1
prelaptop,1.0,1
experformer,1.0,1
recrowned,0.8275862068965517,0
bergette,1.0,1
donateor,0.0,0
premort,0.0,0
ambitiousless,1.0,1
incrediblity,0.8,0
duffess,1.0,1
nonpatriarchy,0.0,0
krisan,1.0,1
unabsorbant,0.3,0
megascopic,0.5,0
unmodern,0.7831325301204819,0
autodeduct,0.5,0
kendraish,0.0,0
semilonely,1.0,1
nonscientifically,0.8243243243243243,0
subtension,1.0,1
inexpressing,1.0,1
messiahan,1.0,1
addictionly,1.0,1
undercubical,1.0,1
newten,0.2,0
underlaying,0.8734693877551021,0
deopus,0.0,0
tillee,1.0,1
panevolution,1.0,1
panamar,1.0,1
hyperatomic,0.5,0
misnotate,1.0,1
strongive,1.0,1
hyperevident,1.0,1
likedor,1.0,1
disturbly,1.0,1
unfocusness,0.0,0
semitorn,0.8,0
kansaser,1.0,1
undershield,0.42857142857142855,0
punkerer,1.0,1
detree,1.0,1
panamara,0.4,0
massist,1.0,1
transfirmation,0.7674418604651163,0
biserial,1.0,1
nonyuri,1.0,1
freezen,0.6818181818181818,0
bikeyboard,0.3333333333333333,0
nonshear,0.75,0
outlikely,1.0,1
blenderize,0.8636363636363636,0
restretch,0.702247191011236,0
narratory,1.0,1
pseudoamusing,0.0,0
preseparate,0.42857142857142855,0
legoish,0.6956521739130435,0
ultraforeign,1.0,1
recommand,0.8783509799504393,0
minimade,1.0,1
probabilistist,1.0,1
pseudofallout,1.0,1
antimethodist,0.0,0
semiaroused,0.5,0
seniorly,1.0,1
nonbangladeshi,1.0,1
detectory,0.0,0
pseudomonitors,1.0,1
performancesee,1.0,1
niceability,1.0,1
superstylist,1.0,1
meatly,1.0,1
infacebook,0.0,0
proimperialism,0.8,0
burkeism,0.0,0
radicalling,1.0,1
romanceyness,1.0,1
decoder,0.804310712761417,0
creey,0.8181818181818182,0
undersantable,1.0,1
staby,1.0,1
multiinternational,0.6666666666666666,0
superauthors,1.0,1
nonimmigrant,0.84,0
superacute,1.0,1
antiburnt,1.0,1
multitouches,0.6,0
cupsfully,0.0,0
wallser,1.0,1
nonbother,1.0,1
interdeterminate,1.0,1
exexboyfriend,0.6666666666666666,0
editorialist,0.8314606741573034,0
illuminatedly,1.0,1
icelandite,1.0,1
noncleaning,0.6666666666666666,0
preheart,0.7777777777777778,0
interlebanese,1.0,1
unpatchy,0.0,0
planetismal,1.0,1
noncarrier,0.5714285714285714,0
precairo,1.0,1
heelsy,1.0,1
polyresins,1.0,1
outrate,1.0,1
inearl,1.0,1
coofficial,1.0,1
autobest,0.6097560975609756,0
oversold,0.6,0
superinformative,1.0,1
hyperpassivity,1.0,1
rebreeding,1.0,1
readish,1.0,1
avoidist,0.5,0
steammen,0.6111111111111112,0
outcoffee,0.0,0
cluesive,1.0,1
nondrummer,0.7948717948717948,0
rickness,1.0,1
prebugs,1.0,1
minikitten,1.0,1
tribicycle,1.0,1
multilayout,1.0,1
postinvader,1.0,1
postversus,1.0,1
interpollation,1.0,1
debrad,1.0,1
nonaffecting,1.0,1
condication,1.0,1
carial,1.0,1
slowor,1.0,1
europeanor,1.0,1
overpreparer,1.0,1
heroineic,1.0,1
shinorer,1.0,1
hyperprism,1.0,1
floralness,1.0,1
semilives,1.0,1
complyable,0.8,0
pitchyness,1.0,1
contratemps,1.0,1
exchiefs,1.0,1
antimozart,0.3333333333333333,0
brockish,1.0,1
intermutual,1.0,1
brushyness,1.0,1
underroast,1.0,1
antiintel,0.0,0
stannic,1.0,1
outcommunity,1.0,1
investmentor,1.0,1
fortunatally,1.0,1
nonexploded,0.0,0
copersonality,1.0,1
marally,1.0,1
inductance,0.8212180746561886,0
antilost,0.7857142857142857,0
redrown,1.0,1
hyperaccelerating,1.0,1
autoprotecting,0.0,0
semiextinct,1.0,1
readally,0.6666666666666666,0
extraholes,1.0,1
mininailer,1.0,1
pretore,1.0,1
enduredor,1.0,1
descriptor,0.7031637717121588,0
nonspeciesist,1.0,1
ballous,1.0,1
newspaperor,1.0,1
postbernstein,1.0,1
coprophilial,0.0,0
anymorean,1.0,1
autobigraphical,0.8666666666666667,0
vitalness,1.0,1
interreformed,1.0,1
underissue,1.0,1
subsitite,0.6666666666666666,0
declassee,1.0,1
megarailroads,1.0,1
inairs,1.0,1
reindicted,1.0,1
nonplots,0.5714285714285714,0
designersan,0.5,0
miniconvertible,1.0,1
incolour,1.0,1
minismartphone,1.0,1
damser,1.0,1
caselessness,0.6666666666666666,0
subsubsidiary,1.0,1
superdeath,1.0,1
postsouthern,1.0,1
pseudolynchian,1.0,1
goalive,1.0,1
misspeak,0.7837837837837838,0
sunriser,1.0,1
antiimpressionism,1.0,1
debray,0.84375,0
superbland,0.75,0
reflowster,0.0,0
nonprevalance,1.0,1
providen,0.625,0
megaministries,0.6,0
antiprotestant,0.6515151515151515,0
unspoonful,1.0,1
coversationalist,1.0,1
unincorporation,1.0,1
ultramans,1.0,1
revanite,1.0,1
antivulgarity,0.0,0
calanor,1.0,1
nonimpactful,0.5,0
cornersor,1.0,1
antilucy,1.0,1
southan,1.0,1
outclearly,1.0,1
undock,0.7771664374140302,0
silenceany,1.0,1
autobrewer,1.0,1
cowardic,1.0,1
superspiders,1.0,1
superprop,0.0,0
forestful,1.0,1
undersheath,0.5,0
fictionany,1.0,1
sensationialize,1.0,1
semiaccessible,1.0,1
demirealm,1.0,1
mountainish,1.0,1
pseudoelves,1.0,1
bartian,0.6666666666666666,0
jewishor,0.8,0
outflanks,1.0,1
throatism,1.0,1
seenless,1.0,1
predrop,0.75,0
superloudness,1.0,1
ultravulcan,0.0,0
inprostitutes,1.0,1
recleanup,1.0,1
nondoubted,1.0,1
staffen,1.0,1
postarthurian,0.8823529411764706,0
oversermonize,1.0,1
redread,0.6666666666666666,0
connollyless,1.0,1
megapolitics,1.0,1
exbeau,0.8557692307692307,0
rereconcile,0.07692307692307693,0
overstick,0.6666666666666666,0
eighter,0.6183206106870229,0
